ID,Station Name,CPO / Operator,Ownership,State,District,City,Location / Address,Latitude,Longitude,Connector Count,Max Power (kW),Connector Categories,Connector Types,Charger Ratings (kW),Connector Ratings (kW),Record Count,Source,Snapshot Date
BEE-06632,HPCL - Mohanpur,HPCL,Govt.,Jharkhand,Ranchi,Mohanpur,"Baba Fuel, Thakurgaon Rd, Mohanpur, Jharkhand 835205",23.51106,85.175293,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06633,HPCL - Baliapur,HPCL,Govt.,Jharkhand,Dhanbad,Baliapur,"Baliapur Petroleum , Baliapur Dhanbad",23.729979,86.524069,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06634,HPCL - Morabadi,HPCL,Govt.,Jharkhand,Ranchi,Morabadi,"D. Vyas Son Fuel, Chiraundi Boriyo Raod, Ranchi",23.414568,85.343306,1,7.4,Type 2 AC,Type-II AC,7.4,7.4,1,BEE,2025-10-26
BEE-06635,HPCL - Jannat Ganar,HPCL,Govt.,Jharkhand,Khunti,Jannat Ganar,"Diwakar Fuels, Jannat Ganar, Khunti, Jharkhand 835210",23.086744,85.279556,1,7.4,Type 2 AC,Type-II AC,7.4,7.4,1,BEE,2025-10-26
BEE-06636,HPCL - Chaibasa,HPCL,Govt.,Jharkhand,West Singhbhum,Chaibasa,"Geeta Filling Station, Nh-75, College More, Gitilpi, Chaibasa, Jharkhand . 833201",22.523876,85.808463,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06637,HPCL - East Singhbum,HPCL,Govt.,Jharkhand,East Singhbum,East Singhbum,"Hp Petrol Pump,Baliguma Road,Mango,Jamshedpur.Pin-831012.",22.835896,86.235516,1,60.0,CCS2 / CCS,CCS-II,60.0,60.0,1,BEE,2025-10-26
BEE-06638,HPCL - Ranchi,HPCL,Govt.,Jharkhand,Ranchi,Ranchi,"Hp Petrol Pump,Mesra,Po-Neori,Ranchi-835217",23.276689,85.305774,1,60.0,CCS2 / CCS,CCS-II,60.0,60.0,1,BEE,2025-10-26
BEE-06639,HPCL - East Singhbum,HPCL,Govt.,Jharkhand,East Singhbum,East Singhbum,"Hp Petrol Pump,Tata Baharagora Road,Nh-33,Katpara-832302.",22.449788,86.594956,1,60.0,CCS2 / CCS,CCS-II,60.0,60.0,1,BEE,2025-10-26
BEE-06640,HPCL - East Singhbum,HPCL,Govt.,Jharkhand,East Singhbum,East Singhbum,"Hpcl Coco Petrol Pump,At Kanderbera,Ps-Chandil ,On . Nh-33,Saraikela-Kharwasan,Pin-832401.",22.885517,86.141689,1,60.0,CCS2 / CCS,CCS-II,60.0,60.0,1,BEE,2025-10-26
BEE-06641,HPCL - Sapukera,HPCL,Govt.,Jharkhand,Ranchi,Sapukera,"Jagarnath Fuels, Lapung, Khunti Rd, Sapukera, Jharkhand 835234",23.099227,84.958605,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06642,HPCL - Chuttu,HPCL,Govt.,Jharkhand,Ranchi,Chuttu,"Jeetu Fuel, Ranchi Ring Rd, Chuttu, Ranchi, Jharkhand 835217",23.443524,85.403399,1,7.4,Type 2 AC,Type-II AC,7.4,7.4,1,BEE,2025-10-26
BEE-06643,HPCL - Hazaribagh,HPCL,Govt.,Jharkhand,Hazaribagh,Hazaribagh,"Kashvi Fuel Station, Chatra",23.885466,85.020019,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06644,HPCL - Balumath,HPCL,Govt.,Jharkhand,Latehar,Balumath,"Maa Bhagwati Fuels, Murpa Hahrobridge Mccluskiegunj, Road, Balumath, . Jharkhand 829202",23.75472,84.90574,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06645,HPCL - Madankatta,HPCL,Govt.,Jharkhand,Deoghar,Madankatta,"Maa Laxmi Hp Fuel , Madankatta, Sagarbhanga, Jharkhand 815353",24.169932,86.688572,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06646,HPCL - Dhansar,HPCL,Govt.,Jharkhand,Dhanbad,Dhansar,"Mangalam Fuel Station , Dhansar, Purana Bazar, Dhanbad",23.786172,86.42709,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06647,HPCL - Sakrigali,HPCL,Govt.,Jharkhand,Sahebganj,Sakrigali,"DƐͬ,ƐĚ:ĂŐĚĂŵďĂ,Ɖ&ƵĞůƐ͕EŚϴϬ͕DĂĚĂŶƐĂŚŝ͕ZĂũŵĂŚĂůZŽĂĚ͕^ĂŬƌŝŐĂůŝ͕ . :ŚĂƌŬŚĂŶĚϴϭϲϭϬϵ",25.23445,87.668591,1,7.4,Type 2 AC,Type-II AC,7.4,7.4,1,BEE,2025-10-26
BEE-06648,HPCL - Pakuria,HPCL,Govt.,Jharkhand,Pakur,Pakuria,"Ms/Hsd S.R.K Hp Fuel Station,Pakur",24.333664,87.648909,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06649,HPCL - Barwe,HPCL,Govt.,Jharkhand,Ranchi,Barwe,"Ms/Hsd T. S. Fuels, Kuchu Rd, Barwe, Ranchi, Jharkhand 835219",23.492543,85.439906,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06650,HPCL - Bokaro,HPCL,Govt.,Jharkhand,Bokaro,Bokaro,"Mshsd B.M. Fuel Station, Peterwar",23.626888,85.843334,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06651,HPCL - Gosaintola,HPCL,Govt.,Jharkhand,Ranchi,Gosaintola,"Mshsd Jharkhand Fuels, Paramahansa Yogananda Path, Sirom Toly, New . Garden, Gosaintola, Ranchi, Jharkhand 834001",23.352343,85.331516,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06652,HPCL - Argora,HPCL,Govt.,Jharkhand,Ranchi,Argora,"Mshsd Moti Fuel Centre, Pundag Rd, Chaputoli, Argora, Ranchi, Jharkhand . 834002",23.347906,85.286165,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06653,HPCL - Pipertoli,HPCL,Govt.,Jharkhand,Ranchi,Pipertoli,"Mshsd Sarai Fuels, Pipertoli, Hehal Rd, Ranchi, Jharkhand 834002",23.360464,85.289157,1,7.4,Type 2 AC,Type-II AC,7.4,7.4,1,BEE,2025-10-26
BEE-06654,HPCL - Malmanru,HPCL,Govt.,Jharkhand,Ranchi,Malmanru,"Mshsd Star Auto Service, Malmanru, Jharkhand 835205",23.446078,85.212604,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06655,HPCL - Chatanian,HPCL,Govt.,Jharkhand,Garhwa,Chatanian,"Neeraj Petrol Pump, Unnamed Road, Chatanian, Garhwa, Jharkhand 822112 .",24.41755,83.75573,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06656,HPCL - Birkera,HPCL,Govt.,Jharkhand,Gumla,Birkera,"Prabhat Fuel Centre, Jarjatta Busdal, Birkera, Gumla, Jharkhand 835232 .",22.90195,84.41101,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06657,HPCL - Daltonganj,HPCL,Govt.,Jharkhand,Palamu,Daltonganj,"S K Fuels , Daltangung",24.037529,84.075773,1,7.4,Type 2 AC,Type-II AC,7.4,7.4,1,BEE,2025-10-26
BEE-06658,HPCL - Ranchi,HPCL,Govt.,Jharkhand,Ranchi,Ranchi,"Saumya Fuels, Ranchi",23.388661,85.23453,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06659,HPCL - Tata Nagar,HPCL,Govt.,Jharkhand,East Singhbum,Tata Nagar,"Shiv Shiva Petroleum, Harharguttu, Jugsalai, Jamshedpur, Jharkhand 831002 .",22.76199,86.18126,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06660,HPCL - Thikamagha,HPCL,Govt.,Jharkhand,Giridih,Thikamagha,"Shri Baijnath Hp Fuel Station, Jamua Devgharh Rd, Thikamagha, Giridih, . Jharkhand 815315",24.379649,86.158322,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06661,HPCL - Ranikhatanga,HPCL,Govt.,Jharkhand,Ranchi,Ranikhatanga,"St. Denis Fuel Centre, Ranikhatanga, Ranchi",23.375385,85.13987,1,3.3,Bharat AC-001,Bharat AC-001,3.3,3.3,1,BEE,2025-10-26
BEE-06662,HPCL - Dhanbad,HPCL,Govt.,Jharkhand,Dhanbad,Dhanbad,Village Barh -Jorh,23.764334,86.818594,1,30.0,CCS2 / CCS,CCS-II,30.0,30.0,1,BEE,2025-10-26
BEE-06663,HPCL - Giridih,HPCL,Govt.,Jharkhand,Giridih,Giridih,Village Beko,24.037204,85.937341,1,30.0,CCS2 / CCS,CCS-II,30.0,30.0,1,BEE,2025-10-26
BEE-06664,HPCL - Hazaribagh,HPCL,Govt.,Jharkhand,Hazaribagh,Hazaribagh,Village Kenduahi,24.436898,85.179061,1,30.0,CCS2 / CCS,CCS-II,30.0,30.0,1,BEE,2025-10-26
BEE-06665,HPCL - Hazaribagh,HPCL,Govt.,Jharkhand,Hazaribagh,Hazaribagh,Village Konra,24.303314,85.436327,1,30.0,CCS2 / CCS,CCS-II,30.0,30.0,1,BEE,2025-10-26
BEE-06666,HPCL - Dhanbad,HPCL,Govt.,Jharkhand,Dhanbad,Dhanbad,Village Nirsa,23.7802,86.71655,1,60.0,CCS2 / CCS,CCS-II,60.0,60.0,1,BEE,2025-10-26
BEE-06667,IOCL - Dhanbad,IOCL,Govt.,Jharkhand,Dhanbad,Dhanbad,Bhimtand Rajganj Dhanbad Jharakhand,23.878476,86.313118,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06668,IOCL - Bokaro,IOCL,Govt.,Jharkhand,Bokaro,Bokaro,Centre Plot No 470 Jb No 6 Mouza Budgadd Block Nawadih,23.840377,85.862307,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06669,IOCL - Dhanbad,IOCL,Govt.,Jharkhand,Dhanbad,Dhanbad,Chirudihpo-Baraputki(Kusunda) P.S. Putki Distt. Dhanbad Jharkhand Pin 828 . 116,23.757013,86.343175,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06670,IOCL - Deoghar,IOCL,Govt.,Jharkhand,Deoghar,Deoghar,Circular Road Deoghar Jharkhand,24.496386,86.71756,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06671,IOCL - Deoghar,IOCL,Govt.,Jharkhand,Deoghar,Deoghar,Deoghar Mauza - Nansukwakola Jamabandi No 1 Plot No. 6,23.532633,86.554199,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06672,IOCL - Giridih,IOCL,Govt.,Jharkhand,Giridih,Giridih,Dumri Nh 2 Giridih Jharkhand,24.000483,85.996535,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06673,IOCL - Godda,IOCL,Govt.,Jharkhand,Godda,Godda,Fuel Mouza - Dariyachak Jb No 29 & 30 Plot No100 & 101,25.132712,87.359403,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06674,IOCL - Jamtara,IOCL,Govt.,Jharkhand,Jamtara,Jamtara,&ƵĞůƐ<ŚĂƚĂEŽϯϮϰϬΘϳϵWůŽƚEŽϭϬϮϯDŽƵǌĂʹĂƌŵĂƐŝĂWƐʹ:ĂƐŝĚŝŚ .,23.974244,87.152416,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06675,IOCL - Jamtara,IOCL,Govt.,Jharkhand,Jamtara,Jamtara,&ƵĞůƐDŽƵǌĂʹ:ŝǇĂŶƉƵƌDŽƵǌĂEŽϰϴ:ďEŽϬϴWůŽƚEŽϭϵϳ,24.037613,86.729357,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06676,IOCL - Dumka,IOCL,Govt.,Jharkhand,Dumka,Dumka,&ƵĞůƐDŽƵǌĂͲ^ŽŶĂďĂĚůŽĐŬʹZĂŵŐĂƌŚŝƐƚ͘ʹƵŵŬĂ,24.545455,87.234081,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06677,IOCL - Dhanbad,IOCL,Govt.,Jharkhand,Dhanbad,Dhanbad,G.T.Road Govindpur Dhanbad,23.840696,86.497576,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06678,IOCL - Chatra,IOCL,Govt.,Jharkhand,Chatra,Chatra,Indian Oil Petrol Pump Kharik Chatra Sadar,24.19724,84.94297,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06679,IOCL - Latehar,IOCL,Govt.,Jharkhand,Latehar,Latehar,Indian Oil Petrol Pump Khata No. 183Plot No. 512 Vill:Bar Thana Barwadih . Latehar Jharkhand,23.86355,84.128337,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06680,IOCL - Khunti,IOCL,Govt.,Jharkhand,Khunti,Khunti,Indian Oil Petrol Pump Khata No. 26Plot No. 543;Vill Huta Thana Khunti Dist . Khunti,23.130752,85.267594,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06681,IOCL - Palamau,IOCL,Govt.,Jharkhand,Palamu,Palamau,Indian Oil Petrol Pump Mauza : Babhanih Near Govt. Middle School .,24.05894,84.03367,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06682,IOCL - Ranchi,IOCL,Govt.,Jharkhand,Ranchi,Ranchi,Indian Oil Petrol Pump Mauza : Balu Thana : Pithoria,23.185921,85.711996,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06683,IOCL - Simdega,IOCL,Govt.,Jharkhand,Simdega,Simdega,Indian Oil Petrol Pump Mauza : Bano Thana : Bano,22.662964,84.897599,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06684,IOCL - Koderma,IOCL,Govt.,Jharkhand,Koderma,Koderma,Indian Oil Petrol Pump Mauza : Bhinkodih Thana : Jainagar,24.362872,85.673877,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06685,IOCL - Ranchi,IOCL,Govt.,Jharkhand,Ranchi,Ranchi,Indian Oil Petrol Pump Mauza : Bhitha Thana : Kanke,23.380002,85.212326,1,7.4,Type 2 AC,Type-II AC,7.4,7.4,1,BEE,2025-10-26
BEE-06686,IOCL - Khunti,IOCL,Govt.,Jharkhand,Khunti,Khunti,Indian Oil Petrol Pump Mauza : Bichna Thana : Murhu,23.037706,85.210387,1,7.4,Type 2 AC,Type-II AC,7.4,7.4,1,BEE,2025-10-26
BEE-06687,IOCL - Khunti,IOCL,Govt.,Jharkhand,Khunti,Khunti,Indian Oil Petrol Pump Mauza : Birhu Thana : Khunti,23.0974,85.2537,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06688,IOCL - Simdega,IOCL,Govt.,Jharkhand,Simdega,Simdega,Indian Oil Petrol Pump Mauza : Bongram Thana : Kolebira,22.6868,84.7234,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06689,IOCL - Ranchi,IOCL,Govt.,Jharkhand,Ranchi,Ranchi,Indian Oil Petrol Pump Mauza : Burmu Thana : Burmu,23.576751,85.130556,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06690,IOCL - Ramgarh,IOCL,Govt.,Jharkhand,Ramgarh,Ramgarh,Indian Oil Petrol Pump Mauza : Chopadaru Thana : Gola,23.58419,85.80344,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06691,IOCL - Simdega,IOCL,Govt.,Jharkhand,Simdega,Simdega,Indian Oil Petrol Pump Mauza : Deobhar Thana : Rengari,22.5557,84.3134,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06692,IOCL - West Singhbhum,IOCL,Govt.,Jharkhand,West Singhbhum,West Singhbhum,Indian Oil Petrol Pump Mauza : Devgaon Thana : Jagannathpur,22.099978,85.635665,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06693,IOCL - Gumla,IOCL,Govt.,Jharkhand,Gumla,Gumla,Indian Oil Petrol Pump Mauza : Domba Thana : Bharno,23.164361,84.822917,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06694,IOCL - West Singhbhum,IOCL,Govt.,Jharkhand,West Singhbhum,West Singhbhum,Indian Oil Petrol Pump Mauza : Gajpur Thana : Chakradharpur,22.520001,85.424976,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06695,IOCL - East Singhbhum,IOCL,Govt.,Jharkhand,East Singhbum,East Singhbhum,Indian Oil Petrol Pump Mauza : Ghoradhua Thana : Dhalbhumgarh,22.528929,86.544533,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06696,IOCL - Garhwa,IOCL,Govt.,Jharkhand,Garhwa,Garhwa,Indian Oil Petrol Pump Mauza : Haraiya Thana : Garhwa,24.140262,83.857082,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06697,IOCL - Ranchi,IOCL,Govt.,Jharkhand,Ranchi,Ranchi,Indian Oil Petrol Pump Mauza : Hesalong Thana : Khelari,23.674339,84.954858,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06698,IOCL - Latehar,IOCL,Govt.,Jharkhand,Latehar,Latehar,Indian Oil Petrol Pump Mauza : Hotwag Thana : Latehar,23.777953,84.457625,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06699,IOCL - Ramgarh,IOCL,Govt.,Jharkhand,Ramgarh,Ramgarh,Indian Oil Petrol Pump Mauza : Jainagar Thana : Patratu,23.662763,85.316857,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06700,IOCL - West Singhbhum,IOCL,Govt.,Jharkhand,West Singhbhum,West Singhbhum,Indian Oil Petrol Pump Mauza : Jintugada Thana : Jagannathpur,22.228842,85.65546,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06701,IOCL - Latehar,IOCL,Govt.,Jharkhand,Latehar,Latehar,Indian Oil Petrol Pump Mauza : Kala Kuro Thana : Mahuadanr,23.387214,84.120895,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06702,IOCL - Saraikela Kharasawan,IOCL,Govt.,Jharkhand,Saraikela Kharasawan,Saraikela Kharasawan,Indian Oil Petrol Pump Mauza : Kalikapur Thana : Gamharia .,22.82433,86.0909,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06703,IOCL - Garhwa,IOCL,Govt.,Jharkhand,Garhwa,Garhwa,Indian Oil Petrol Pump Mauza : Kandi Thana : Kandi,24.470118,83.763435,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06704,IOCL - Hazaribagh,IOCL,Govt.,Jharkhand,Hazaribagh,Hazaribagh,Indian Oil Petrol Pump Mauza : Kani Mundwar Thana : Sadar Hazaribagh .,23.97166,85.41271,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06705,IOCL - Koderma,IOCL,Govt.,Jharkhand,Koderma,Koderma,Indian Oil Petrol Pump Mauza : Karakhunt Thana : Domchanch,24.446425,85.67639,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06706,IOCL - Palamau,IOCL,Govt.,Jharkhand,Palamu,Palamau,Indian Oil Petrol Pump Mauza : Karamdih Thana : Pandu,24.3305,83.9822,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06707,IOCL - Saraikela Kharasawan,IOCL,Govt.,Jharkhand,Saraikela Kharasawan,Saraikela Kharasawan,Indian Oil Petrol Pump Mauza : Khelarisai Thana : Kharsawan .,22.797877,85.833003,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06708,IOCL - Hazaribagh,IOCL,Govt.,Jharkhand,Hazaribagh,Hazaribagh,Indian Oil Petrol Pump Mauza : Khirgaon Thana : Hazaribagh,23.98132,85.359535,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06709,IOCL - Gumla,IOCL,Govt.,Jharkhand,Gumla,Gumla,Indian Oil Petrol Pump Mauza : Kinderkella Ps : Basia,22.80496,84.75431,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06710,IOCL - Saraikela Kharasawan,IOCL,Govt.,Jharkhand,Saraikela Kharasawan,Saraikela Kharasawan,Indian Oil Petrol Pump Mauza : Kita Thana : Saraikela .,22.7207,85.898,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06711,IOCL - Hazaribagh,IOCL,Govt.,Jharkhand,Hazaribagh,Hazaribagh,Indian Oil Petrol Pump Mauza : Konra Thana : Barhi,24.304921,85.433527,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06712,IOCL - Garhwa,IOCL,Govt.,Jharkhand,Garhwa,Garhwa,Indian Oil Petrol Pump Mauza : Latdag Thana : Meral,24.204177,83.652457,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06713,IOCL - Palamau,IOCL,Govt.,Jharkhand,Palamu,Palamau,Indian Oil Petrol Pump Mauza : Lesliganj Thana : Lesliganj,24.050934,84.218839,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06714,IOCL - Palamau,IOCL,Govt.,Jharkhand,Palamu,Palamau,Indian Oil Petrol Pump Mauza : Manjhauli Thana : Panki,24.030232,84.475313,1,7.4,Type 2 AC,Type-II AC,7.4,7.4,1,BEE,2025-10-26
BEE-06715,IOCL - Koderma,IOCL,Govt.,Jharkhand,Koderma,Koderma,Indian Oil Petrol Pump Mauza : Markacho Thana : Markacho,24.343708,85.829583,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06716,IOCL - Palamau,IOCL,Govt.,Jharkhand,Palamu,Palamau,Indian Oil Petrol Pump Mauza : Marwa Thana : Pipra,24.434992,84.222725,1,7.4,Type 2 AC,Type-II AC,7.4,7.4,1,BEE,2025-10-26
BEE-06717,IOCL - Latehar,IOCL,Govt.,Jharkhand,Latehar,Latehar,Indian Oil Petrol Pump Mauza : Murpa Thana : Balumath,23.75547,84.905289,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06718,IOCL - Ranchi,IOCL,Govt.,Jharkhand,Ranchi,Ranchi,Indian Oil Petrol Pump Mauza : Naro Nagri Thana : Bero,23.32687,85.19505,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06719,IOCL - Lohardaga,IOCL,Govt.,Jharkhand,Lohardaga,Lohardaga,Indian Oil Petrol Pump Mauza : Nigni Thana : Lohardaga,23.4464,84.6656,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06720,IOCL - Palamau,IOCL,Govt.,Jharkhand,Palamu,Palamau,Indian Oil Petrol Pump Mauza : Ojhapatra Thana : Tarhasi,24.07875,84.29463,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06721,IOCL - Chatra,IOCL,Govt.,Jharkhand,Chatra,Chatra,Indian Oil Petrol Pump Mauza : Purnanagar Thana : Koderma,24.455033,85.602544,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06722,IOCL - Ramgarh,IOCL,Govt.,Jharkhand,Ramgarh,Ramgarh,Indian Oil Petrol Pump Mauza : Sankul Thana : Patratu,23.659885,85.291928,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06723,IOCL - Ranchi,IOCL,Govt.,Jharkhand,Ranchi,Ranchi,Indian Oil Petrol Pump Mauza : Sewadih Thana : Mandar,23.465755,85.15497,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06724,IOCL - Simdega,IOCL,Govt.,Jharkhand,Simdega,Simdega,Indian Oil Petrol Pump Mauza : Sewai Thana : Simdega,22.6617,84.3041,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06725,IOCL - Palamau,IOCL,Govt.,Jharkhand,Palamu,Palamau,Indian Oil Petrol Pump Mauza : Shahpur Thana : Chainpur,24.026545,84.052079,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06726,IOCL - Latehar,IOCL,Govt.,Jharkhand,Latehar,Latehar,Indian Oil Petrol Pump Mauza : Siram Ps : Balumath,23.702084,84.928009,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06727,IOCL - Ranchi,IOCL,Govt.,Jharkhand,Ranchi,Ranchi,Indian Oil Petrol Pump Mauza : Sonahatu Thana : Sonahatu,23.185921,85.711996,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06728,IOCL - Ranchi,IOCL,Govt.,Jharkhand,Ranchi,Ranchi,Indian Oil Petrol Pump Mauza : Sukurhutu Thana : Kanke,23.441248,85.272612,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06729,IOCL - Ranchi,IOCL,Govt.,Jharkhand,Ranchi,Ranchi,Indian Oil Petrol Pump Mauza : Sukurhutu Thana : Kanke,23.448119,85.274098,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06730,IOCL - Lohardaga,IOCL,Govt.,Jharkhand,Lohardaga,Lohardaga,Indian Oil Petrol Pump Mauza : Tanti Thana : Kuru,23.52922,84.78637,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-06731,IOCL - East Singhbhum,IOCL,Govt.,Jharkhand,East Singhbum,East Singhbhum,Indian Oil Petrol Pump Mauza : Terenga Thana : Mosabani,22.584545,86.428696,1,7.4,Type 2 AC,Type-II AC,7.4,7.4,1,BEE,2025-10-26
BEE-06732,IOCL - Palamau,IOCL,Govt.,Jharkhand,Palamu,Palamau,Indian Oil Petrol Pump Mauza : Upri Kalan Thana : Hussainabad,24.50862,84.015654,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
